"Parent Molecule";"Name";"Synonyms";"Research Codes";"Phase";"Drug Applicants";"USAN Stem";"USAN Year";"USAN Definition";"USAN Stem - Substem";"First Approval";"ATC Codes";"Level 4 ATC Codes";"Level 3 ATC Codes";"Level 2 ATC Codes";"Level 1 ATC Codes";"Indication Class";"Patent";"Drug Type";"Passes Rule of Five";"First In Class";"Chirality";"Prodrug";"Oral";"Parenteral";"Topical";"Black Box";"Availability Type";"Smiles"
"CHEMBL5095254";"NP-10679";"NP-10679|NP10679";"NP10679";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"O=C1CCc2cc(OC[C@H](O)CN3CCN(c4ccc(C(F)(F)F)cc4)CC3)ccc2N1"
"CHEMBL5095208";"AB-8939";"AB-8939|AB8939";"AB8939";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CCOCc1ccc(C)c(Nc2ncc(-c3ccc(N4CCNC4=O)cc3)o2)c1"
"CHEMBL5095258";"2-AMINO-3-HYDROXY-3-(PYRIDIN-4-YL)-1-(PYRROLIDIN-1-YL)PROPAN-1-ONE, (2R,3S)-";"2-AMINO-3-HYDROXY-3-(PYRIDIN-4-YL)-1-(PYRROLIDIN-1-YL)PROPAN-1-ONE, (2R,3S)-";"";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"N[C@@H](C(=O)N1CCCC1)[C@@H](O)c1ccncc1"
"CHEMBL5095431";"OBEVERSEN SODIUM";"ION-769357|ION-769357 sodiated|OBEVERSEN SODIUM";"ION-769357|ION-769357 sodiated";"-1.0";"";"'-rsen'";"2021";"antisense oligonucleotides";"'-rsen(-rsen)'";"";"";"";"";"";"";"";"None";"4:Oligonucleotide";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL5095263";"WP-1122";"WP-1122|WP1122";"WP1122";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"CC(=O)OC[C@@H](O)[C@@H](O)[C@@H](CC=O)OC(C)=O"
"CHEMBL5095271";"CRYOSTOR CS10";"CRYOSTOR CS10";"";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"-1:Unknown";"0";"0";"Unknown";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL5095471";"VOXERALGAGENE AUTOTEMCEL";"AVR-RD-01|VOXERALGAGENE AUTOTEMCEL";"AVR-RD-01";"-1.0";"";"";"2022";"";"";"";"";"";"";"";"";"";"None";"-1:Unknown";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL2108077";"PARAFFIN, SYNTHETIC";"PARAFFIN, SYNTHETIC";"";"-1.0";"";"";"";"";"";"";"";"";"";"";"";"Pharmaceutic Aid (stiffening agent)";"None";"-1:Unknown";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL2108164";"UROGASTRONE";"UROGASTRONE";"";"-1.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"-1:Unknown";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL2108168";"VIFILCON A";"VIFILCON A|W 10168";"W 10168";"-1.0";"";"'-filcon'";"1974";"hydrophilic contact lens material";"'-filcon(-filcon)'";"";"";"";"";"";"";"Contact Lens Material (hydrophilic)";"None";"10:Polymer";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL2108087";"SURFILCON A";"Permaflex Naturals|SURFILCON A";"";"-1.0";"";"'-filcon'";"1985";"hydrophilic contact lens material";"'-filcon(-filcon)'";"";"";"";"";"";"";"Contact Lens Material (hydrophilic)";"None";"10:Polymer";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL2107879";"RAYON, PURIFIED";"CELLULOSE, REGENERATED|RAYON|RAYON, PURIFIED|RAYON,PURIFIED|REGENERATED CELLULOSE";"";"-1.0";"";"";"1968";"";"";"";"";"";"";"";"";"Surgical Aid";"None";"-1:Unknown";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL2108156";"VIRIDOFULVIN";"DERMASTATIN|VIRIDOFULVIN";"";"-1.0";"";"'vir-'";"1966";"antivirals";"'vir-(vir-)'";"";"";"";"";"";"";"Antifungal";"None";"-1:Unknown";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL2109373";"M5A 90Y";"M5A|M5A 90Y";"M5A";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"6:Antibody";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL2108820";"PEGLICOL 5 OLEATE";"GLYCERIDES OLEIQUES POLYOXYETHYLENES|Labrafil M1944CS|PEGLICOL 5 OLEATE";"";"-1.0";"";"'peg-'";"1974";"PEGylated compounds, covalent attachment of macrogol (polyethylene glycol) polymer";"'peg-(peg-)'";"";"";"";"";"";"";"Pharmaceutic Aid (emulsifying agent)";"None";"-1:Unknown";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL2108867";"STREPTODORNASE";"STREPTODORNASE";"";"-1.0";"";"'-ase'";"";"enzymes";"'-ase(-ase)'";"";"";"";"";"";"";"";"None";"2:Enzyme";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL2108190";"BLOOD GROUPING SERUMS";"BLOOD GROUPING SERUMS";"";"-1.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"-1:Unknown";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL2108383";"JUNIPER TAR";"JUNIPER TAR|JUNIPERUS OXYCEDRUS WOOD TAR";"";"-1.0";"";"";"";"";"";"";"";"";"";"";"";"Pharmaceutic Necessity";"None";"-1:Unknown";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL2108070";"PAFLUFOCON D";"Fluoroperm 151|PAFLUFOCON D";"";"-1.0";"";"'-focon'";"1990";"hydrophobic contact lens materials";"'-focon(-focon)'";"";"";"";"";"";"";"";"None";"10:Polymer";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL2108249";"ANCER-20";"ANCER-20";"";"-1.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"-1:Unknown";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL2108409";"BETASIZOFIRAN";"BETASIZOFIRAN|GUM, SCLEROTIUM|SCLEROGLUCAN|SCLEROGUM|SCLEROSAN|SCLEROTAN";"";"-1.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"-1:Unknown";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL2108204";"HYALOSIDASE";"HYALOSIDASE";"";"-1.0";"";"'-ase'";"";"enzymes";"'-ase(-ase)'";"";"";"";"";"";"";"";"None";"2:Enzyme";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL2108641";"ROFLUFOCON D";"ROFLUFOCON D";"";"-1.0";"";"'-focon'";"2004";"hydrophobic contact lens materials";"'-focon(-focon)'";"";"";"";"";"";"";"";"None";"10:Polymer";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL2108099";"SOMETRIBOVE";"BOOSTIN S|LACTOTROPIN|Posilac|SOMETRIBOVE";"";"-1.0";"";"'som-'";"1989";"growth hormone derivatives: bovine somatotropin derivatives";"'som-(som- (som--bove))'";"";"";"";"";"";"";"Growth Stimulant (veterinary)";"None";"5:Oligopeptide";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL2108136";"POLYMACON";"BENZ 38|Cooper Thin|Criterion Ultra DW|Criterion Ultra FW|Criterion Ultra SP|Criterion XLT|LL-38|Medalist|Occasions Multifocal|Occasions Single Use|Optima 38|Optima 38/SP|Optima FW|POLYMACON|Plano T|SeeQuence|SeeQuence 2|Soflens|Sofspin";"";"-1.0";"";"";"1971";"";"";"";"";"";"";"";"";"Contact Lens Material (hydrophilic)";"None";"10:Polymer";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL2109115";"BOTULISM ANTITOXIN";"BOTULINUM ANTITOXIN|BOTULISM ANTITOXIN";"";"1.0";"";"'-oxin'";"";"fluoroquinolone derivatives, nonantibacterial indication (e.g., antineoplastic antibiotics)";"'-oxin(-oxin)'";"";"J06AA04";"J06AA - Immune sera";"J06A - IMMUNE SERA";"J06 - IMMUNE SERA AND IMMUNOGLOBULINS";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"Immunizing Agent (passive)";"None";"-1:Unknown";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL3990009";"BALIFORSEN";"BALIFORSEN|IONIS598769";"IONIS598769";"-1.0";"";"'-rsen'";"2016";"antisense oligonucleotides";"'-rsen(-rsen)'";"";"";"";"";"";"";"";"None";"4:Oligonucleotide";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL2109518";"1D09C3";"1D09C3";"1D09C3";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"6:Antibody";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL2109448";"MAB-216";"MAB-216";"MAB-216";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"6:Antibody";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL2108440";"MITOCARCIN";"24281|MITOCARCIN";"24281";"-1.0";"";"";"1970";"";"";"";"";"";"";"";"";"Antineoplastic";"None";"-1:Unknown";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL1727605";"BISMUTH SUBCARBONATE";"BISM|BISM CO|BISMUTH SUBCARBONATE";"";"4.0";"";"";"1988";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL4650269";"LOVOTIBEGLOGENE AUTOTEMCEL";"BB-1111|LOVOTIBEGLOGENE AUTOTEMCEL|bb1111";"BB-1111|bb1111";"-1.0";"";"";"2021";"";"";"";"";"";"";"";"";"";"None";"-1:Unknown";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL4297567";"BPI-3016";"BPI-3016";"BPI-3016";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"-1:Unknown";"1";"0";"Unknown";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL4297238";"LONCASTUXIMAB";"ADCT-402|LONCASTUXIMAB";"ADCT-402";"-1.0";"";"'-mab'";"2017";"monoclonal antibodies";"'-mab(-mab)'";"";"";"";"";"";"";"";"None";"6:Antibody";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL2109223";"ROSE WATER, STRONGER";"ROSE WATER, STRONGER";"";"-1.0";"";"";"";"";"";"";"";"";"";"";"";"Pharmaceutic Aid (perfume)";"None";"-1:Unknown";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL2108859";"ALUMINUM SESQUICHLOROHYDREX POLYETHYLENE GLYCOL";"ALUMINUM SESQUICHLOROHYDREX POLYETHYLENE GLYCOL";"";"-1.0";"";"";"";"";"";"";"";"";"";"";"";"Anhidrotic";"None";"10:Polymer";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL2108121";"PELIOMYCIN";"PELIOMYCIN";"";"-1.0";"";"'-mycin'";"1964";"antibiotics (Streptomyces strain)";"'-mycin(-mycin)'";"";"";"";"";"";"";"Antineoplastic";"None";"-1:Unknown";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL4650390";"DESCARTES 30";"DESCARTES 30";"DESCARTES 30";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"-1:Unknown";"1";"0";"Unknown";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL2109170";"DIACETYLATED MONOGLYCERIDES";"DIACETYLATED MONOGLYCERIDES";"";"-1.0";"";"";"";"";"";"";"";"";"";"";"";"Pharmaceutic Aid (plasticizer)";"None";"-1:Unknown";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL4298032";"MEDI-4276";"MEDI 4276|MEDI-4276|MEDI4276";"MEDI-4276|MEDI4276";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"-1:Unknown";"1";"0";"Unknown";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL4297902";"AZX-100";"AZX-100|AZX100";"AZX100";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"-1:Unknown";"0";"0";"Unknown";"0";"0";"0";"0";"0";"Unknown";""
"CHEMBL1709559";"SALACETAMIDE";"ACETSALICYLAMIDE|L-749|NSC-40153|SALACETAMIDE";"L-749|NSC-40153";"-1.0";"";"'sal-'";"";"anti-inflammatory agents (salicylic acid derivatives)";"'sal-(sal-)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CC(=O)NC(=O)c1ccccc1O"
"CHEMBL1620144";"PYRICARBATE";"ANGININ|ANGIOXINE|ATEROSAN|ATOVER|CICLOVEN|COLESTERINEX|DUVALINE|H-3749|MOVECIL|PRODECTIN|PYRICARBATE|PYRIDINOL CARBAMATE|PYRIDINOLCARBAMATE|RAVENIL|SOSPITAN|VASAGIN|VASOCIL|VASOVERIN";"H-3749";"-1.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CNC(=O)OCc1cccc(COC(=O)NC)n1"
"CHEMBL173930";"ETIOPURPURIN";"ETIOPURPURIN";"";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Unknown";"0";"0";"0";"0";"0";"Unknown";"CCOC(=O)C1=Cc2c3nc(cc4nc(cc5[nH]c(cc6[nH]c2c(C)c6CC)c(C)c5CC)C(C)=C4CC)C(C)C13CC"
"CHEMBL1698868";"SYMCLOSENE";"NSC-405124|SYMCLOSENE";"NSC-405124";"-1.0";"";"";"1964";"";"";"";"";"";"";"";"";"Anti-Infective, Topical";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"O=c1n(Cl)c(=O)n(Cl)c(=O)n1Cl"
"CHEMBL28079";"ZAPRINAST";"M&B 22948|NSC-757885|ZAPRINAST";"M&B 22948|NSC-757885";"-1.0";"";"'-ast'";"";"antiasthmatics/antiallergics (not acting primarily as antihistamines)";"'-ast(-ast)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CCCOc1ccccc1-c1nc2[nH]nnc2c(=O)[nH]1"
"CHEMBL134570";"AFALANINE";"AFALANINE|Afalanine|N-ACETYLPHENYLALANINE, DL-|NSC-43242";"NSC-43242";"-1.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"CC(=O)NC(Cc1ccccc1)C(=O)O"
"CHEMBL312394";"GLYCYCLAMIDE";"CYCLAMIDE|GLYCYCLAMIDE|Glycyclamide|K-38|K-386|NSC-142661|TOLCYCLAMIDE|TOLHEXAMIDE";"K-38|K-386|NSC-142661";"-1.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"Cc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1"
"CHEMBL2107237";"VINDEBURNOL";"VINDEBURNOL";"";"-1.0";"";"'vin-'";"";"vinca alkaloids";"'vin-(vin-)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"OC1CC2CCCN3CCc4c(n1c1ccccc41)C23"
"CHEMBL1733";"QUINAPRILAT";"CI-928|NSC-759825|QUINAPRIL DIACID|QUINAPRIL RELATED COMPOUND B|QUINAPRILAT|Quinaprilat";"CI-928|NSC-759825";"-1.0";"";"'-pril-'";"1988";"antihypertensives (ACE inhibitors): antihypertensives (ACE inhibitors), diacid analogs";"'-pril-(-pril- (-prilat))'";"";"";"";"";"";"";"Antihypertensive; Enzyme Inhibitor (angiotensin-converting)";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O"
"CHEMBL1370602";"NEOCINCHOPHEN";"NEOCINCHOPHEN|NSC-34910";"NSC-34910";"-1.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CCOC(=O)c1cc(-c2ccccc2)nc2ccc(C)cc12"
"CHEMBL1908314";"MESPIRENONE";"MESPIRENONE";"";"-1.0";"";"'-renone'";"";"aldosterone antagonists (spironolactone type)";"'-renone(-renone)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"CC(=O)S[C@@H]1CC2=CC(=O)C=C[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H]([C@@H]4C[C@@H]4[C@@]34CCC(=O)O4)[C@H]12"
"CHEMBL101326";"FIPRONIL";"FIPRONIL|FIPRONIL (EMA EPAR: VETERINARY)|Fipronil|MB 46030|MB-46030|NSC-758960|RM 1601|RM-1601|TERMIDOR";"MB 46030|MB-46030|NSC-758960|RM 1601|RM-1601";"-1.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1[S+]([O-])C(F)(F)F"
"CHEMBL867";"IOPANOIC ACID";"ACIDUM IOPANOICUM|BILIJODON|CHOLADINE|CHOLEVID|CISTOBIL|COLEPAX|COPANOIC|IODOPANOIC ACID|IOPAGNOST|IOPANOATE|IOPANOIC ACID|Iopanoic Acid|JOPAGNOST|JOPANOIC ACID|NSC-41706|Telepaque";"NSC-41706";"4.0";"Ge Healthcare";"'io-'";"";"iodine-containing contrast media";"'io-(io-)'";"1951";"V08AC06";"V08AC - Watersoluble, hepatotropic X-ray contrast media";"V08A - X-RAY CONTRAST MEDIA, IODINATED";"V08 - CONTRAST MEDIA";"V - VARIOUS";"Diagnostic Aid (radiopaque medium)";"None";"1:Synthetic Small Molecule";"0";"0";"Racemic Mixture";"0";"1";"0";"0";"0";"Discontinued";"CCC(Cc1c(I)cc(I)c(N)c1I)C(=O)O"
"CHEMBL2218907";"ZILPATEROL";"RU-42173|ZILPATEROL";"RU-42173";"-1.0";"";"'-terol'";"";"bronchodilators (phenethylamine derivatives)";"'-terol(-terol)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"CC(C)NC1CCn2c(=O)[nH]c3cccc(c32)C1O"
"CHEMBL1697791";"ESTRADIOL DIPROPIONATE";"ESTRADIOL DIPROPIONATE";"";"-1.0";"";"'estr-'";"";"estrogens";"'estr-(estr-)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"CCC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](OC(=O)CC)CC[C@@H]12"
"CHEMBL2103995";"ALLYLPRODINE";"ACSCN-9602|ALLYLPRODINE|ALPERIDINE|DEA NO. 9602|IDS-NA-007|NIH-7440|RO 2-7113";"ACSCN-9602|DEA NO. 9602|IDS-NA-007|NIH-7440";"-1.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"C=CCC1CN(C)CCC1(OC(=O)CC)c1ccccc1"
"CHEMBL2105928";"ACETYLTRIETHYL CITRATE";"ACETYL TRIETHYL CITRATE|ACETYLTRIETHYL CITRATE|NSC-3887";"NSC-3887";"-1.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CCOC(=O)CC(CC(=O)OCC)(OC(C)=O)C(=O)OCC"
"CHEMBL2106537";"MEPIPRAZOLE";"EMD-16923|MEPIPRAZOLE";"EMD-16923";"-1.0";"";"'-prazole'";"";"antiulcer agents (benzimidazole derivatives)";"'-prazole(-prazole)'";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"Cc1cc(CCN2CCN(c3cccc(Cl)c3)CC2)n[nH]1"
"CHEMBL141446";"FLUROXENE";"FLUROXENE|Fluoromar|Fluroxene|NSC-760364";"NSC-760364";"-1.0";"";"";"1961";"";"";"";"";"";"";"";"";"Anesthetic (inhalation)";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"C=COCC(F)(F)F"
"CHEMBL2111044";"TONAZOCINE";"TONAZOCINE";"";"-1.0";"";"'-azocine'";"1981";"narcotic antagonists/agonists (6,7-benzomorphan derivatives)";"'-azocine(-azocine)'";"";"";"";"";"";"";"Analgesic";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"CCCCCC(=O)CCC1(C)[C@@H]2Cc3ccc(O)cc3[C@@]1(C)CCN2C"
"CHEMBL2110894";"CLOTHIXAMIDE";"CLOTIXAMIDE";"";"-1.0";"";"";"1964";"";"";"";"";"";"";"";"";"Antipsychotic";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CNC(=O)CCN1CCN(CC/C=C2/c3ccccc3Sc3ccc(Cl)cc32)CC1"
"CHEMBL2106475";"SARMOXICILLIN";"BL-P1780|SARMOXICILLIN";"BL-P1780";"-1.0";"";"'-cillin'";"1979";"penicillins";"'-cillin(-cillin)'";"";"";"";"";"";"";"Antibacterial";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"COCOC(=O)[C@@H]1N2C(=O)[C@@H](N3C(=O)C(c4ccc(O)cc4)NC3(C)C)[C@H]2SC1(C)C"
"CHEMBL7679";"PONALRESTAT";"ICI 128,436|ICI-128436|PONALRESTAT|Ponalrestat";"ICI 128,436|ICI-128436";"-1.0";"";"'-nal-; -stat'";"1988";"narcotic agonists/antagonists (normorphine type); enzyme inhibitors: aldose-reductase inhibitors";"'-nal-(-nal-); -stat(-stat (-restat))'";"";"";"";"";"";"";"Inhibitor (aldose reductase)";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"O=C(O)Cc1nn(Cc2ccc(Br)cc2F)c(=O)c2ccccc12"
"CHEMBL1201392";"FLUMETHASONE";"FLUCORT|FLUMETASONE|FLUMETHASONE|NSC-54702|U-10,974|U-10974";"NSC-54702|U-10,974|U-10974";"-1.0";"";"";"1963";"";"";"";"D07AB03 | D07XB01";"D07AB - Corticosteroids, moderately potent (group II) | D07XB - Corticosteroids, moderately potent, other combinations";"D07A - CORTICOSTEROIDS, PLAIN | D07X - CORTICOSTEROIDS, OTHER COMBINATIONS";"D07 - CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS | D07 - CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS";"D - DERMATOLOGICALS | D - DERMATOLOGICALS";"Glucocorticoid";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO"
"CHEMBL120951";"FLAZALONE";"FLAZALONE|Flazalone|NSC-102629|R-760";"NSC-102629|R-760";"-1.0";"";"";"1971";"";"";"";"";"";"";"";"";"Anti-Inflammatory";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"CN1CCC(O)(c2ccc(F)cc2)C(C(=O)c2ccc(F)cc2)C1"
"CHEMBL2104320";"FEPROSIDNINE";"FEPROSIDNINE";"";"-1.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"CC(Cc1ccccc1)[n+]1cc([NH-])on1"
"CHEMBL8514";"BUTACLAMOL";"BUTACLAMOL";"";"-1.0";"";"";"1973";"";"";"";"";"";"";"";"";"Antipsychotic";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"CC(C)(C)[C@]1(O)CCN2C[C@H]3c4ccccc4CCc4cccc(c43)[C@@H]2C1"
"CHEMBL93218";"PHETHARBITAL";"NSC-85043|PHENARBUTAL|PHENETHARBITAL|PHENIDIEMAL|PHETHARBITAL|Phetharbital";"NSC-85043";"-1.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CCC1(CC)C(=O)NC(=O)N(c2ccccc2)C1=O"
"CHEMBL1414826";"TRITIOZINE";"TRITHIOZINE|TRITIOZINE";"";"-1.0";"";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"COc1cc(C(=S)N2CCOCC2)cc(OC)c1OC"
